Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
3674;International Business Management (MBA);International Business Management (MBA);Business and Economics;Furtwangen University;Villingen-Schwenningen;English;None;None;Winter semester;3 semesters;4000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3674/
4448;International Business Management (MSc);International Business Management (MSc);Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;2 semesters;7250;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4448/
5255;International Business Management (MSc);International Business Management (MSc);Business and Economics;Philipps-Universität Marburg;Marburg;German, English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5255/
7743;International Business Studies;International Business Studies;Business and Economics;Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth;Wilhelmshaven;English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7743/
6913;International Business Studies (BSc);International Business Studies (BSc);Business and Economics;FAU Erlangen-Nürnberg;Nürnberg;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6913/
5564;International Business – General, Hospitality or Healthcare Management Focus (MA);International Business – General, Hospitality or Healthcare (MA);Business and Economics;SRH Berlin University of Applied Sciences;Dresden;English;None;None;Winter semester, Summer semester;2 semesters, 4 semesters;6450;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5564/
7087;International Business – General, Sustainability or Trade Management Focus (MA);International Business – General, Sustainability or Trade (MA);Business and Economics;SRH Berlin University of Applied Sciences;Hamburg;English;None;None;Winter semester, Summer semester;2 semesters, 4 semesters;7095;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7087/
7151;International Civil Engineering (ICE);International Civil Engineering (ICE);Civil Engineering;Mainz University of Applied Sciences;Mainz;German, English;None;None;Winter semester, Summer semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7151/
5463;International Degree Programme – Shipping and Chartering BA;Shipping and Chartering;Business and Economics;Bremen University of Applied Sciences;Bremen;English;None;None;Winter semester, Summer semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5463/
3783;International Doctoral Programme - Environment Water (ENWAT);International Doctoral Programme - Environment Water (ENWAT);Civil Engineering;University of Stuttgart;Stuttgart;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3783/
4121;International Doctoral Programme Computational Neuroscience;Doctoral Programme Computational Neuroscience;Mathematics, Natural Sciences in general;Technische Universität Berlin;Berlin;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4121/
4442;International Doctoral Programme Transformations in European Societies;Transformations in European Societies;Languages and Cultural Studies in general;Ludwig-Maximilians-Universität München;München;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4442/
7651;International Doctorate Programme in Philology — Practices of Pre-modern Cultures, Global Perspectives and Future Concepts;International Doctorate Programme in Philology;German Language and Literature (German, Germanic Languages except English);Ludwig-Maximilians-Universität München;München;German, English;None;None;Winter semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7651/
4559;International Economic Law (LLM, Double Degree);International Economic Law (LLM, Double Degree);Law;Leuphana University Lüneburg;Lüneburg;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4559/
5468;International Economic Policy (IEP);International Economic Policy (IEP);Business and Economics;Julius-Maximilians-Universität Würzburg;Würzburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5468/
6914;International Economic Studies (BSc);International Economic Studies (BSc);Business and Economics;FAU Erlangen-Nürnberg;Nürnberg;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6914/
5513;International Economics;International Economics;Law, Economics and Social Sciences in general;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5513/
5445;International Economics, Business & Cultural Diplomacy;International Economics, Business & Cultural Diplomacy;Business and Economics;Furtwangen University;Berlin;English;None;None;Winter semester, Summer semester;3 semesters, 4 semesters;3000;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5445/
7704;International Energy Engineering (MEng), full-time;International Energy Engineering;Engineering in general;Ostbayerische Technische Hochschule Amberg-Weiden (OTH);Amberg;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7704/
8313;International Engineering – Electrical Engineering;International Engineering – Electrical Engineering;Electrical Engineering;Münster University of Applied Sciences;Steinfurt;German, Spanish;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8313/
7676;International Engineering – Mechanical Engineering;International Engineering – Mechanical Engineering;Mechanical Engineering / Process Engineering;Münster University of Applied Sciences;Steinfurt;German, Spanish;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7676/
4088;International Finance;International Finance;Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4088/
3687;International Food Business and Consumer Studies (IFBC);International Food Business and Consumer Studies;Agriculture, Forestry and Nutritional Sciences in general;Fulda University of Applied Sciences;Fulda;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3687/
6357;International Forest Ecosystem Management (IFEM);International Forest Ecosystem Management (IFEM);Agriculture, Forestry and Nutritional Sciences in general;Eberswalde University for Sustainable Development;Eberswalde;German, English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6357/
5297;International Foundation Programme STEM for International Students;Foundation-STEM-Saar;None;Saarland University;Saarbrücken;German;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5297/
6273;International German SME (Small and Medium Enterprises) – Sustainability in Business and Technology;International German SME: Sustainability in Business & Technology;Business and Economics;Osnabrück University of Applied Sciences;Lingen (Ems);English;None;B1, B2, C1, C2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6273/
5421;International German Summer Course A2;International German Summer Course A2;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;A2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5421/
5059;International German Summer Course B1;International German Summer Course B1;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5059/
5090;International German Summer Course B2/C1 + Language Project Academic German;International German Summer Course B2/C1 + Academic German;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5090/
5086;International German Summer Course B2/C1 + Language Project Economics;International German Summer Course B2/C1 + Economics;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5086/
5087;International German Summer Course B2/C1 + Language Project Law;International German Summer Course B2/C1 + Law;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5087/
5088;International German Summer Course B2/C1 + Language Project Mechatronics;International German Summer Course B2/C1 + Mechatronics;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5088/
5089;International German Summer Course B2/C1 + Language Project Society and Politics;International German Summer Course B2/C1 + Society and Politics;German Language Course (including Literature and Culture Studies);Bielefeld University;Bielefeld;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5089/
5325;International Giessen Graduate Centre for the Life Sciences (GGL);International Giessen Graduate Centre for the Life Sciences;None;Justus Liebig University Giessen;Gießen;;None;None;None;None;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5325/
5305;International Graduate Centre for the Study of Culture (GCSC);International Graduate Centre for the Study of Culture;None;Justus Liebig University Giessen;Gießen;;None;None;None;None;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5305/
3853;International Graduate Programme Medical Neurosciences;International Graduate Programme Medical Neurosciences;Mathematics, Natural Sciences in general;Charité - Universitätsmedizin Berlin;Berlin;English;None;None;Winter semester;4 semesters;2500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3853/
4035;International Graduate Programme Medical Neurosciences;International Graduate Programme Medical Neurosciences;Mathematics, Natural Sciences in general;Charité - Universitätsmedizin Berlin;Berlin;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4035/
4106;International Graduate School for Dynamics in Logistics (IGS);IGS for Dynamics in Logistics;Industrial Engineering;University of Bremen;Bremen;English;None;None;Any time;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4106/
3782;International Graduate Studies in Mechatronics;International Graduate Studies in Mechatronics;Electrical Engineering;University of Siegen;Siegen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3782/
5690;International Health Economics & Pharmacoeconomics (MSc);International Health Economics & Pharmacoeconomics MSc;Pharmacy;Hochschule Fresenius - University of Applied Sciences;Wiesbaden;English;None;None;Winter semester;4 semesters;5280;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5690/
4883;International Health Sciences;International Health Sciences;Social Science;Fulda University of Applied Sciences;Fulda;German, English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4883/
4391;International Helmholtz Research School for Nanoelectronic Networks (NanoNet);Helmholtz Research School NanoNet;Electrical Engineering;Helmholtz-Zentrum Dresden-Rossendorf;Dresden;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4391/
4414;International Hotel Management (BA);International Hotel Management (BA);Business and Economics;SRH Berlin University of Applied Sciences;Dresden;English;None;None;Winter semester, Summer semester;7 semesters;4500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4414/
7126;International Information Systems;International Information Systems;Computer Science;Augsburg University of Applied Sciences;Augsburg;German, English;None;None;Winter semester;7 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7126/
7977;International Innovation Management (INNO);International Innovation Management (INNO);Business and Economics;Stralsund University of Applied Sciences;Stralsund;English;None;None;Winter semester;3 semesters, 4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7977/
5415;International Joint Master's in Research in Work and Organisational Psychology;Work and Organisational Psychology (MSc);Psychology;Leuphana University Lüneburg;Lüneburg;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5415/
7683;International Law of Global Security, Peace and Development (Erasmus Mundus Master's);International Law of Global Security, Peace and Development;Law;Leuphana University Lüneburg;Lüneburg;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7683/
5261;International Logistics & Supply Chain Management (MSc);International Logistics & Supply Chain Management (MSc);Business and Economics;International School of Management (ISM);München;English;None;None;Winter semester;4 semesters;6480;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5261/
8361;International Logistics Management;International Logistics Management;Business and Economics;htw saar - University of Applied Sciences;Saarbrücken;German, English, French;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8361/
3688;International Management;International Management;Business and Economics;Fulda University of Applied Sciences;Fulda;German, English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3688/
3852;International Management;International Management;Business and Economics;htw saar - University of Applied Sciences;Saarbrücken;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3852/
6984;International Management & Sustainability (MA), full-time;International Management & Sustainability;Business and Economics;Ostbayerische Technische Hochschule Amberg-Weiden (OTH);Weiden in der Oberpfalz;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6984/
3619;International Management (BA);International Management (BA);Business and Economics;Osnabrück University of Applied Sciences;Osnabrück;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3619/
5259;International Management (BSc);International Management (BSc);Business and Economics;International School of Management (ISM);Stuttgart;English;None;None;Winter semester, Summer semester;6 semesters;5380;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5259/
4182;International Management (CEMS MIM) – Master of Science;International Management (CEMS MIM) – MSc;Business and Economics;University of Cologne;Köln;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4182/
4037;International Management (MA);International Management (MA);Business and Economics;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;4 semesters;6450;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4037/
6149;International Management (MA);International Management (MA);Business and Economics;HTW Dresden - University of Applied Sciences;Dresden;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/
8320;International Management (MA);International Management (MA);Business and Economics;Hochschule Fresenius - University of Applied Sciences;Köln;English;None;None;Winter semester, Summer semester;4 semesters;5280;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8320/
8321;International Management (MA);International Management (MA);Business and Economics;Hochschule Fresenius - University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;4 semesters;5280;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8321/
3919;International Management (MBA);International Management (MBA);Business and Economics;Nürtingen-Geislingen University;Nürtingen;English;None;None;Winter semester, Summer semester;3 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3919/
4604;International Management (MSc);International Management (MSc);Business and Economics;Goethe University Frankfurt;Frankfurt am Main;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4604/
5260;International Management (MSc);International Management (MSc);Business and Economics;International School of Management (ISM);München;English;None;None;Winter semester;4 semesters;6280;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5260/
4549;International Management and Finance (Double Degree);International Management and Finance (Double Degree);Business and Economics;Kaiserslautern University of Applied Sciences;Zweibrücken;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4549/
3991;International Management and Intercultural Communication (GlobalMBA, Master of Arts);GlobalMBA (MA);Business and Economics;TH Köln (University of Applied Sciences);Köln;English;None;None;Winter semester;3 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3991/
4882;International Management and Leadership (MA);International Management and Leadership (MA);Business and Economics;SRH University Heidelberg;Heidelberg;English;None;None;Winter semester, Summer semester;4 semesters;4620;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4882/
4491;International Management and Psychology, MSc;International Management and Psychology, MSc;Psychology;Rhine-Waal University of Applied Sciences;Kamp-Lintfort;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4491/
7210;International Management MA;International Management MA;Business and Economics;accadis Hochschule Bad Homburg | University of Applied Sciences;Bad Homburg vor der Höhe;English;None;None;Trimester and quarter;4 semesters;5700;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7210/
4500;International Management of Forest Industries;International Management of Forest Industries;Forestry, Wood Economics;Weihenstephan-Triesdorf University of Applied Sciences;Freising;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4500/
6365;International Management – Focus on Creative Leadership (MA);International Management – Focus on Creative Leadership (MA);Business and Economics;SRH Berlin University of Applied Sciences;Berlin;English;None;None;Winter semester, Summer semester;4 semesters;6450;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6365/
8497;International Management, MA;International Management, MA;Business and Economics;Rosenheim Technical University of Applied Sciences;Rosenheim;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8497/
3995;International Management, Marketing, Entrepreneurship (IMME);International Management, Marketing, Entrepreneurship (IMME);Business and Economics;Otto von Guericke University Magdeburg;Magdeburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3995/
5363;International Management, Master of Arts;International Management, MA;Business and Economics;Hochschule Niederrhein - University of Applied Sciences;Mönchengladbach;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5363/
6979;International Maritime Management, MSc (Distance Education);International Maritime Management, MSc (Distance Education);Transport Engineering, Nautical Science;Jade University of Applied Sciences Wilhelmshaven/Oldenburg/Elsfleth;Elsfleth;English;None;None;Winter semester, Summer semester;5 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6979/
5138;International Marketing and Sales;International Marketing and Sales;Business and Economics;Darmstadt University of Applied Sciences;Darmstadt;English, German;A1, A2, B1, B2, C1;B1, B2, C1, C2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5138/
5247;International Marketing and Sales;International Marketing and Sales;Business and Economics;Münster University of Applied Sciences;Münster;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5247/
3621;International Marketing Management;International Marketing Management;Business and Economics;Hochschule für Wirtschaft und Recht Berlin;Berlin;English;None;None;Winter semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3621/
3899;International Master in Agricultural Management;International Agricultural Management;Agriculture, Forestry and Nutritional Sciences in general;Weihenstephan-Triesdorf University of Applied Sciences;Weidenbach;German;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3899/
4345;International Master of Art History and Museology — Internationaler Master für Kunstgeschichte und Museologie (IMKM);International Master of Art History and Museology (IMKM);Art, Art Theory in general;Heidelberg University;Heidelberg;German, French, English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4345/
3865;International Master of Landscape Architecture (IMLA);International Master of Landscape Architecture (IMLA);Land Management, Environmental Architecture;Nürtingen-Geislingen University;Nürtingen;English;None;None;Summer semester;3 semesters;750;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3865/
3896;International Master of Landscape Architecture (IMLA);International Master of Landscape Architecture (IMLA);Land Management, Environmental Architecture;Weihenstephan-Triesdorf University of Applied Sciences;Freising;English;None;None;Summer semester;3 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3896/
4452;International Master of Science in Advanced Mineral Resources Development (AMRD);Advanced Mineral Resources Development (AMRD);Mining, Metallurgy;TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4452/
7017;International Master of Science in Physics;International Master of Science in Physics;Physics, Astronomy;Julius-Maximilians-Universität Würzburg;Würzburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7017/
7026;International Master of Science in Quantum Engineering;International Master of Science in Quantum Engineering;Physics, Astronomy;Julius-Maximilians-Universität Würzburg;Würzburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7026/
4851;International Master of Science in Sustainable and Innovative Natural Resource Management (SINReM);SINReM Sustainable, Innovative Natural Resource Management;Mathematics, Natural Sciences in general;TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4851/
4124;International Master of Science in Water Resources and Environmental Management (WATENV);Water Resources and Environmental Management (WATENV);Engineering in general;Leibniz Universität Hannover;Hannover;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4124/
4159;International Master Performance Analysis of Sport (IMPAS);International Master Performance Analysis of Sport (IMPAS);Sport;Otto von Guericke University Magdeburg;Magdeburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4159/
4016;International Master Physical Activity and Health;International Master Physical Activity and Health;Sport;FAU Erlangen-Nürnberg;Erlangen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4016/
6099;International Master's / PhD Programme in Clinical Exercise Science (CES);Clinical Exercise Science (CES);Sport;University of Potsdam;Potsdam;English;None;None;Winter semester;4 semesters, 8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6099/
7599;International Master's in Biomedical Engineering (BME);Biomedical Engineering (BME);Engineering in general;Anhalt University of Applied Sciences;Köthen / Anhalt;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7599/
8424;International Master's in Farm Management (MFM);International Master's in Farm Management (MFM);Agriculture, Forestry and Nutritional Sciences in general;Weihenstephan-Triesdorf University of Applied Sciences;Weidenbach;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8424/
4283;International Master's in Geoscience;International Master's in Geoscience;Earth Sciences (excluding Geography);TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4283/
5211;International Master's in Geosciences: Palaeobiology;MSc Palaeobiology;Earth Sciences (excluding Geography);FAU Erlangen-Nürnberg;Erlangen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5211/
4271;International Master's in Groundwater Management;International Master's in Groundwater Management;Mining, Metallurgy;TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4271/
7225;International Master's in Interdisciplinary Ethics (MA);MA Interdisciplinary Ethics;Languages and Cultural Studies in general;University of Freiburg;Freiburg im Breisgau;German, English, French;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7225/
3802;International Master's in Materials Science & Engineering;International Master's in Materials Science & Engineering;Mathematics, Natural Sciences in general;University of Augsburg;Augsburg;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3802/
4132;International Master's Programme Advanced Computational and Civil Engineering Structural Studies (ACCESS);Advanced Computational and Civil Engineering Studies - ACCESS;Civil Engineering;Technische Universität Dresden;Dresden;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4132/
3885;International Master's Programme in Computational Neuroscience;Master's Programme in Computational Neuroscience;Mathematics, Natural Sciences in general;Technische Universität Berlin;Berlin;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3885/
3803;International Master's Programme in Distributed Systems Engineering (DSE);Distributed Systems Engineering (DSE);Computer Science;Technische Universität Dresden;Dresden;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3803/
7610;International Master's Programme in European History;International Master's Programme in European History;History;Humboldt-Universität zu Berlin;Berlin;German, English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7610/
4104;International Master's Programme in Geophysics;International Master's Programme in Geophysics;Earth Sciences (excluding Geography);Ludwig-Maximilians-Universität München;München;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4104/
3786;International Master's Programme in Infrastructure Planning – MIP;Master's Programme in Infrastructure Planning – MIP;Civil Engineering;University of Stuttgart;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3786/
3739;International Master's Programme in Language Science and Technology (LST);Master's Programme in Language Science and Technology (LST);Computer Science;Saarland University;Saarbrücken;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3739/
5306;International Master's Programme in Mathematical Analysis and Modelling;International Master's Mathematical Analysis and Modelling;Mathematics;University of Augsburg;Augsburg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5306/
7778;International Master's Programme in Molecular and Cellular Biosciences;Master's Programme in Molecular and Cellular Biosciences;Biology;Martin Luther University Halle-Wittenberg;Halle (Saale);English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7778/
4872;International Master's Programme in Nanoscience and Nanotechnology;Nanoscience and Nanotechnology;Mathematics, Natural Sciences in general;University of Siegen;Siegen;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4872/
3781;International Master's Programme in Physics;International Master's Programme in Physics;Physics, Astronomy;University of Siegen;Siegen;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3781/
3805;International Master's Programme in Physics;International Master's Programme in Physics;Physics, Astronomy;Heinrich Heine University Düsseldorf;Düsseldorf;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3805/
4148;International Master's Programme Molecular Medicine;International Master's Programme Molecular Medicine;Mathematics, Natural Sciences in general;Charité - Universitätsmedizin Berlin;Berlin;English;None;None;Winter semester;4 semesters;2500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4148/
6384;International Master's Programme – LLM in Legal Theory;LLM in Legal Theory;Law;Goethe University Frankfurt;Frankfurt am Main;English;None;None;Winter semester;2 semesters;3600;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6384/
7875;"International Max Planck Research School ""Knowledge and Its Resources: Historical Reciprocities""";"IMPRS ""Knowledge and Its Resources: Historical Reciprocities""";History;Max Planck Institute for the History of Science;Berlin;English;None;None;Winter semester;8 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7875/
3907;International Max Planck Research School (IMPRS) on Astrophysics at the Ludwig-Maximilians-Universität München;International Max Planck Research School on Astrophysics (IMPRS);Physics, Astronomy;Max Planck Institute for Extraterrestrial Physics;München;English;None;None;Winter semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3907/
3909;International Max Planck Research School (IMPRS) on Understanding Complex Plant Traits Using Computational and Evolutionary Approaches;IMPRS Understanding Complex Plant Traits;Biology;Max Planck Institute for Plant Breeding Research;Köln;English;None;None;Any time;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3909/
